Title,US Gross,US Gross Normz,Worldwide Gross,Worldwide Gross Normz,US DVD Sales,US DVD Sales Normz,MPAA Rating,MPAA Rating Quant,MPAA Rating Normz,Running Time (min),Running Time Normz,Distributor,Distributor Quant,Distributro Normz,Source, Source Quant,Source Normz,Major Genre,Major Genre Quant,Major Genre Normz,Rotten Tomatoes Rating,RT Rating Normz,IMDB Rating,IMDB Rating Normz,IMDB Votes,IMDB Votes Normz
Unknown,26403,3.42E-05,3080493,0.001112786,0,0,Not Rated,3,0.285714286,85,0.221590909,IFC Films,61,0.372670807,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,39,0.383838384,6.6,0.666666667,11986,0.023070364
Jawbreaker,3076820,0.004047,3076820,0.001111459,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Black Comedy,3,0.166666667,7,0.060606061,4.8,0.435897436,9329,0.017956234
Clerks,3073428,0.004042538,3073428,0.001110233,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Comedy,4,0.25,88,0.878787879,7.9,0.833333333,89991,0.173212509
Sunshine State,3064356,0.004030604,3064356,0.001106956,0,0,PG-13,6,0.714285714,108,0.352272727,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Drama,7,0.5,80,0.797979798,6.8,0.692307692,2769,0.005329704
Tristram Shandy: A Cock and Bull Story,1253413,0.001648308,3061763,0.001106019,0,0,R,7,0.857142857,108,0.352272727,Picturehouse,98,0.602484472,Based on Book/Short Story,1,0,Comedy,4,0.25,54,0.535353535,6.3,0.628205128,0,0
The Widow of St. Pierre,3058380,0.004022742,3058380,0.001104797,0,0,R,7,0.857142857,108,0.352272727,Lionsgate,72,0.440993789,Based on Real Life Events,8,0.388888889,Drama,7,0.5,54,0.535353535,6.3,0.628205128,0,0
Songcatcher,3050934,0.004012947,3050934,0.001102107,0,0,PG-13,6,0.714285714,108,0.352272727,Lionsgate,72,0.440993789,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,6.9,0.705128205,1997,0.003843777
The House of Mirth,3041803,0.004000935,3041803,0.001098808,0,0,PG,5,0.571428571,108,0.352272727,Sony Pictures Classics,122,0.751552795,Based on Book/Short Story,1,0,Drama,7,0.5,81,0.808080808,6.8,0.692307692,4489,0.008640319
Gracie,2956339,0.003888508,3036736,0.001096977,0,0,PG-13,6,0.714285714,98,0.295454545,Picturehouse,98,0.602484472,Based on Real Life Events,8,0.388888889,Drama,7,0.5,59,0.585858586,6.2,0.615384615,2084,0.004011233
Over the Hill to the Poorhouse,3000000,0.003945944,3000000,0.001083705,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,54,0.535353535,6.3,0.628205128,0,0
Basquiat,2962051,0.003896022,2962051,0.001069994,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Based on Real Life Events,8,0.388888889,Drama,7,0.5,69,0.686868687,6.7,0.679487179,7935,0.015273097
The Pirate,2956000,0.003888062,2956000,0.001067808,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,71,0.707070707,7.1,0.730769231,1635,0.003147009
Isn't She Great,2954405,0.003885963,2954405,0.001067232,0,0,R,7,0.857142857,108,0.352272727,Universal,141,0.869565217,Based on Magazine Article,5,0.222222222,Comedy,4,0.25,25,0.242424242,4.9,0.448717949,1426,0.00274473
Metropolitan,2938000,0.003864383,2938000,0.001061305,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,88,0.878787879,7.2,0.743589744,3355,0.006457623
Shattered Glass,2207975,0.002904035,2932719,0.001059397,0,0,PG-13,6,0.714285714,108,0.352272727,Lionsgate,72,0.440993789,Based on Real Life Events,8,0.388888889,Drama,7,0.5,91,0.909090909,7.4,0.769230769,14575,0.028053609
Waiting for Guffman,2922988,0.003844634,2922988,0.001055882,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,7.4,0.769230769,14880,0.028640666
Cradle Will Rock,2899970,0.003814354,2899970,0.001047565,0,0,R,7,0.857142857,108,0.352272727,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Drama,7,0.5,64,0.636363636,6.7,0.679487179,6127,0.011793102
In the Company of Men,2883661,0.0037929,2883661,0.001041673,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Based on Play,7,0.333333333,Drama,7,0.5,89,0.888888889,7.2,0.743589744,7601,0.014630222
Jindabyne,399879,0.000525484,2862544,0.001034044,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,6.4,0.641025641,3920,0.007545122
Letters to God,2848587,0.00374676,2848587,0.001029001,3346596,0.00949168,PG,5,0.571428571,108,0.352272727,Vivendi Entertainment,147,0.906832298,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,4.4,0.384615385,839,0.001614887
Othello,2844379,0.003741224,2844379,0.001027481,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Based on Play,7,0.333333333,Drama,7,0.5,68,0.676767677,6.9,0.705128205,4289,0.008255364
eXistenZ,2840417,0.003736012,2840417,0.00102605,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,71,0.707070707,6.8,0.692307692,35788,0.06888388
Reservoir Dogs,2832029,0.003724978,2832029,0.001023019,18806836,0.05334031,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,,19,1,,13,1,96,0.95959596,8.4,0.897435897,212985,0.409948397
The White Countess,1669971,0.00219629,2814566,0.00101671,0,0,PG-13,6,0.714285714,135,0.505681818,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Drama,7,0.5,51,0.505050505,6.5,0.653846154,2855,0.005495235
Raising Victor Vargas,2073984,0.00272777,2811439,0.00101558,0,0,R,7,0.857142857,108,0.352272727,Samuel Goldwyn Films,115,0.708074534,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,7.1,0.730769231,3719,0.007158242
The Perez Family,2794056,0.003675024,2794056,0.0010093,0,0,R,7,0.857142857,108,0.352272727,Goldwyn Entertainment,50,0.304347826,Based on Book/Short Story,1,0,Comedy,4,0.25,67,0.666666667,6,0.58974359,1177,0.002265461
Love Stinks,2793776,0.003674656,2793776,0.001009199,0,0,R,7,0.857142857,108,0.352272727,Independent Artists,65,0.397515528,Original Screenplay,15,0.777777778,Comedy,4,0.25,19,0.181818182,5.3,0.5,3228,0.006213177
Cheri,2715657,0.00357189,2715657,0.000980976,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,6.1,0.602564103,3307,0.006365234
Straight out of Brooklyn,2712293,0.003567465,2712293,0.00097976,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,100,1,5.6,0.538461538,263,0.000506216
Auto Focus,2062066,0.002712091,2703821,0.0009767,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Based on Book/Short Story,1,0,Drama,7,0.5,72,0.717171717,6.6,0.666666667,7236,0.013927678
No Man's Land,1067481,0.001403715,2684207,0.000969613,0,0,R,7,0.857142857,108,0.352272727,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Drama,7,0.5,93,0.929292929,8,0.846153846,19600,0.037725608
Junebug,2678010,0.003522366,2678010,0.000967374,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Drama,7,0.5,86,0.858585859,7.1,0.730769231,11457,0.022052158
DOA: Dead or Alive,480314,0.000631297,2670860,0.000964791,1370874,0.003888099,PG-13,6,0.714285714,108,0.352272727,Weinstein/Dimension,154,0.950310559,Based on Game,4,0.166666667,Action,1,0,34,0.333333333,4.9,0.448717949,16646,0.03203982
The Return,501752,0.000659498,2658490,0.000960322,0,0,PG-13,6,0.714285714,108,0.352272727,Kino International,70,0.428571429,,19,1,Drama,7,0.5,54,0.535353535,2.3,0.115384615,236,0.000454247
God's Army,2637726,0.003469372,2652515,0.000958163,0,0,PG,5,0.571428571,108,0.352272727,Excel Entertainment,34,0.204968944,Original Screenplay,15,0.777777778,Drama,7,0.5,50,0.494949495,6.8,0.692307692,638,0.001228007
The Wackness,2077046,0.002731798,2635650,0.00095207,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Comedy,4,0.25,69,0.686868687,7.1,0.730769231,13257,0.025516754
Mississippi Mermaid,24551,3.17E-05,2624551,0.00094806,0,0,,8,1,108,0.352272727,MGM,80,0.49068323,,19,1,,13,1,54,0.535353535,6.3,0.628205128,0,0
Shalako,2620000,0.003446054,2620000,0.000946416,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,54,0.535353535,5.3,0.5,1090,0.002098006
Infamous,1151330,0.001514018,2613717,0.000944146,0,0,R,7,0.857142857,118,0.409090909,Warner Independent,151,0.931677019,Based on Book/Short Story,1,0,Drama,7,0.5,72,0.717171717,7.1,0.730769231,6917,0.013313675
But I'm a Cheerleader,2205627,0.002900946,2595216,0.000937462,0,0,R,7,0.857142857,108,0.352272727,Lionsgate,72,0.440993789,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,6.1,0.602564103,10073,0.019388268
Trust the Man,1530535,0.002012862,2548378,0.00092054,0,0,R,7,0.857142857,108,0.352272727,Fox Searchlight,45,0.273291925,Original Screenplay,15,0.777777778,Comedy,4,0.25,27,0.262626263,5.8,0.564102564,5262,0.010128171
Love and Death on Long Island,2542264,0.003343792,2542264,0.000918331,0,0,PG-13,6,0.714285714,108,0.352272727,Lionsgate,72,0.440993789,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,6.9,0.705128205,2506,0.004823488
When The Cat's Away,1652472,0.00217327,2525984,0.00091245,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,6.3,0.628205128,0,0
Novocaine,2025238,0.002663644,2522928,0.000911345,0,0,R,7,0.857142857,108,0.352272727,Artisan,10,0.055900621,Original Screenplay,15,0.777777778,Comedy,4,0.25,37,0.363636364,5.8,0.564102564,6233,0.011997128
Quinceanera,1692693,0.002226181,2522787,0.000911295,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,7.1,0.730769231,2577,0.004960148
It Happened One Night,2500000,0.003288194,2500000,0.000903062,0,0,,8,1,108,0.352272727,,162,1,,19,1,Romantic Comedy,10,0.75,97,0.96969697,8.3,0.884615385,25074,0.048261831
Niagara,2500000,0.003288194,2500000,0.000903062,0,0,,8,1,108,0.352272727,20th Century Fox,1,0,,19,1,,13,1,54,0.535353535,7,0.717948718,4698,0.009042597
Unforgettable,2483790,0.003266869,2483790,0.000897205,0,0,R,7,0.857142857,108,0.352272727,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,23,0.222222222,5.7,0.551282051,2284,0.004396188
The Incredibly True Adventure of Two Girls in Love,2210408,0.002907235,2477155,0.000894808,0,0,R,7,0.857142857,108,0.352272727,Fine Line,39,0.236024845,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,5.8,0.564102564,1795,0.003454973
And When Did You Last See Your Father?,1071240,0.00140866,2476491,0.000894568,0,0,PG-13,6,0.714285714,108,0.352272727,Sony Pictures Classics,122,0.751552795,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,6.8,0.692307692,1798,0.003460747
Jefferson in Paris,2461628,0.003237715,2461628,0.000889199,0,0,PG-13,6,0.714285714,108,0.352272727,Walt Disney Pictures,148,0.913043478,Based on Real Life Events,8,0.388888889,Drama,7,0.5,36,0.353535354,5.6,0.538461538,1464,0.002817872
You Kill Me,2426851,0.003191966,2426851,0.000876634,0,0,R,7,0.857142857,92,0.261363636,IFC Films,61,0.372670807,Original Screenplay,15,0.777777778,Black Comedy,3,0.166666667,78,0.777777778,6.7,0.679487179,9498,0.018281522
What Just Happened,1090947,0.001434584,2412123,0.000871313,0,0,R,7,0.857142857,108,0.352272727,Magnolia Pictures,77,0.472049689,Based on Book/Short Story,1,0,Comedy,4,0.25,54,0.535353535,5.9,0.576923077,12537,0.024130916
BloodRayne,2405420,0.003163774,2405420,0.000868891,10828222,0.030711211,R,7,0.857142857,108,0.352272727,Romar,111,0.683229814,Based on Game,4,0.166666667,Action,1,0,4,0.03030303,2.7,0.166666667,20137,0.038759212
Buffalo '66,2380606,0.003131131,2380606,0.000859927,0,0,R,7,0.857142857,108,0.352272727,Lionsgate,72,0.440993789,Original Screenplay,15,0.777777778,Comedy,4,0.25,78,0.777777778,7.3,0.756410256,17762,0.03418787
Bamboozled,2185266,0.002874161,2373937,0.000857517,0,0,R,7,0.857142857,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Drama,7,0.5,47,0.464646465,6.3,0.628205128,5958,0.011467815
Gabriela,2335352,0.003071599,2335352,0.000843577,0,0,R,7,0.857142857,108,0.352272727,Power Point Films,100,0.614906832,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,5.5,0.525641026,1399,0.002692761
Last Orders,2326407,0.003059832,2326407,0.000840345,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,7,0.717948718,3463,0.006665499
Two Girls and a Guy,2057193,0.002705681,2315026,0.000836233,0,0,R,7,0.857142857,108,0.352272727,Fox Searchlight,45,0.273291925,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,5.6,0.538461538,3722,0.007164016
Shanghai Surprise,2315000,0.003044826,2315000,0.000836224,0,0,,8,1,108,0.352272727,MGM,80,0.49068323,,19,1,,13,1,14,0.131313131,2.6,0.153846154,2591,0.004987094
Hav Plenty,2301777,0.003027431,2301777,0.000831447,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,5.6,0.538461538,580,0.00111637
Teeth,347578,0.000456682,2300349,0.000830931,0,0,R,7,0.857142857,108,0.352272727,Roadside Attractions,109,0.670807453,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,5.5,0.525641026,18,3.46E-05
Repo Man,2300000,0.003025094,2300000,0.000830805,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Comedy,4,0.25,97,0.96969697,6.7,0.679487179,12438,0.023940363
42nd Street,2300000,0.003025094,2300000,0.000830805,0,0,,8,1,108,0.352272727,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Musical,9,0.666666667,95,0.949494949,7.7,0.807692308,4263,0.00820532
Hamlet,1577287,0.002074365,2288841,0.000826773,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Based on Play,7,0.333333333,Drama,7,0.5,71,0.707070707,6,0.58974359,5147,0.009906822
The Yards,882710,0.001160649,2282710,0.000824558,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,,19,1,Drama,7,0.5,64,0.636363636,6.3,0.628205128,8784,0.016907232
Fur,223202,0.000293066,2281089,0.000823972,0,0,R,7,0.857142857,121,0.426136364,Picturehouse,98,0.602484472,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,6.3,0.628205128,0,0
DysFunkTional Family,2255000,0.002965896,2255000,0.000814547,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Concert/Performance,5,0.333333333,43,0.424242424,5.9,0.576923077,501,0.000964313
Smilla's Sense of Snow,2221994,0.002922477,2221994,0.000802622,0,0,R,7,0.857142857,108,0.352272727,Fox Searchlight,45,0.273291925,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,53,0.525252525,6.1,0.602564103,7280,0.014012369
The Molly Maguires,2200000,0.002893544,2200000,0.000794676,0,0,PG,5,0.571428571,108,0.352272727,,162,1,,19,1,,13,1,89,0.888888889,6.8,0.692307692,1304,0.002509908
A Dog of Flanders,2165637,0.002848339,2165637,0.000782261,0,0,PG,5,0.571428571,108,0.352272727,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Drama,7,0.5,17,0.161616162,5.9,0.576923077,482,0.000927742
Shadow Conspiracy,2154540,0.002833741,2154540,0.000778252,0,0,R,7,0.857142857,108,0.352272727,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,54,0.535353535,4.7,0.423076923,2427,0.004671431
Videodrome,2120439,0.002788881,2120439,0.000765932,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Horror,8,0.583333333,54,0.535353535,7.3,0.756410256,20080,0.0386495
The Nutcracker,2119994,0.002788296,2119994,0.000765771,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,50,0.494949495,5.2,0.487179487,561,0.001079799
Mallrats,2108367,0.002773,2108367,0.00076157,0,0,R,7,0.857142857,108,0.352272727,Gramercy,53,0.322981366,Original Screenplay,15,0.777777778,Comedy,4,0.25,53,0.525252525,7.1,0.730769231,52807,0.101641641
Faithful,2104439,0.002767833,2104439,0.000760151,0,0,R,7,0.857142857,108,0.352272727,New Line,86,0.527950311,Based on Play,7,0.333333333,Black Comedy,3,0.166666667,7,0.060606061,5.7,0.551282051,989,0.001903603
The Pursuit of D.B. Cooper,2104164,0.002767471,2104164,0.000760052,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Based on Book/Short Story,1,0,Adventure,2,0.083333333,54,0.535353535,5.8,0.564102564,442,0.000850751
Zero Effect,2080693,0.002736595,2080693,0.000751572,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,66,0.656565657,6.8,0.692307692,8489,0.016339423
Strangers with Candy,2072645,0.002726008,2077844,0.000750543,0,0,R,7,0.857142857,108,0.352272727,ThinkFilm,133,0.819875776,Based on TV,11,0.555555556,Comedy,4,0.25,54,0.535353535,5.9,0.576923077,4941,0.009510318
Ayurveda: Art of Being,16892,2.17E-05,2066892,0.000746586,0,0,Not Rated,3,0.285714286,108,0.352272727,Kino International,70,0.428571429,,19,1,Documentary,6,0.416666667,54,0.535353535,7.3,0.756410256,181,0.000348384
Ravenous,2062406,0.002712539,2062406,0.000744965,0,0,R,7,0.857142857,108,0.352272727,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Horror,8,0.583333333,39,0.383838384,6.9,0.705128205,15804,0.030419158
Beyond the Mat,2047570,0.002693022,2047570,0.000739605,0,0,R,7,0.857142857,108,0.352272727,Universal,141,0.869565217,Based on Real Life Events,8,0.388888889,Documentary,6,0.416666667,82,0.818181818,7.2,0.743589744,4067,0.007828064
El Mariachi,2040920,0.002684274,2040920,0.000737203,0,0,,8,1,108,0.352272727,Sony/Columbia,123,0.757763975,Original Screenplay,15,0.777777778,Action,1,0,54,0.535353535,7,0.717948718,19668,0.037856493
"Happy, Texas",2039192,0.002682001,2039192,0.000736578,0,0,PG-13,6,0.714285714,108,0.352272727,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Comedy,4,0.25,82,0.818181818,7.5,0.782051282,198,0.000381106
The Work and the Glory: American Zion,2025032,0.002663373,2025032,0.000731463,0,0,PG-13,6,0.714285714,100,0.306818182,Vineyard Distribution,145,0.894409938,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,5.6,0.538461538,365,0.000702543
The Broken Hearts Club: A Romantic Comedy,1744858,0.002294804,2022442,0.000730527,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,6.6,0.666666667,3731,0.007181339
Limbo,2016687,0.002652395,2016687,0.000728448,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,6.9,0.705128205,3855,0.007420011
Sur Le Seuil,2013052,0.002647613,2013052,0.000727134,0,0,Not Rated,3,0.285714286,108,0.352272727,Alliance,6,0.031055901,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,6.7,0.679487179,585,0.001125994
The Wrong Man,2000000,0.002630444,2000000,0.000722419,0,0,,8,1,108,0.352272727,Warner Bros.,150,0.925465839,,19,1,,13,1,89,0.888888889,7.5,0.782051282,7531,0.014495487
Return to the Blue Lagoon,2000000,0.002630444,2000000,0.000722419,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,54,0.535353535,4.3,0.371794872,4632,0.008915562
Can't Stop the Music,2000000,0.002630444,2000000,0.000722419,0,0,,8,1,108,0.352272727,,162,1,Original Screenplay,15,0.777777778,Musical,9,0.666666667,54,0.535353535,3.5,0.269230769,2146,0.004130569
She Done Him Wrong,2000000,0.002630444,2000000,0.000722419,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,100,1,6.7,0.679487179,1795,0.003454973
Wilson,2000000,0.002630444,2000000,0.000722419,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,54,0.535353535,7,0.717948718,451,0.000868074
Roar,2000000,0.002630444,2000000,0.000722419,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,54,0.535353535,5.9,0.576923077,228,0.000438849
Shortbus,1985292,0.002611095,1985292,0.000717105,0,0,Not Rated,3,0.285714286,108,0.352272727,ThinkFilm,133,0.819875776,Original Screenplay,15,0.777777778,Comedy,4,0.25,66,0.656565657,6.7,0.679487179,14276,0.027478101
Osama,1127331,0.001482447,1971479,0.000712115,0,0,PG-13,6,0.714285714,108,0.352272727,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,7.4,0.769230769,4737,0.009117663
Felicia's Journey,824295,0.001083804,1970268,0.000711677,0,0,PG-13,6,0.714285714,108,0.352272727,Artisan,10,0.055900621,Based on Book/Short Story,1,0,Drama,7,0.5,88,0.878787879,6.9,0.705128205,4790,0.009219677
Crazy in Alabama,1954202,0.002570196,1954202,0.000705873,0,0,PG-13,6,0.714285714,108,0.352272727,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Drama,7,0.5,31,0.303030303,5.7,0.551282051,3991,0.007681781
Cecil B. Demented,1276984,0.001679316,1953882,0.000705757,0,0,R,7,0.857142857,108,0.352272727,Artisan,10,0.055900621,Original Screenplay,15,0.777777778,Black Comedy,3,0.166666667,51,0.505050505,5.9,0.576923077,7565,0.01456093
The Clan of the Cave Bear,1953732,0.002569578,1953732,0.000705703,0,0,,8,1,108,0.352272727,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Adventure,2,0.083333333,13,0.121212121,4.9,0.448717949,2763,0.005318156
Thumbsucker,1328679,0.001747321,1919197,0.000693226,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Based on Book/Short Story,1,0,Comedy,4,0.25,70,0.696969697,6.7,0.679487179,12109,0.023307111
Hard Candy,1024640,0.001347357,1881243,0.000679514,0,0,R,7,0.857142857,108,0.352272727,Lionsgate,72,0.440993789,Original Screenplay,15,0.777777778,Horror,8,0.583333333,54,0.535353535,7.2,0.743589744,45791,0.088137414
Les herbes folles,377556,0.000496118,1877556,0.000678182,0,0,PG,5,0.571428571,108,0.352272727,Sony Pictures Classics,122,0.751552795,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,54,0.535353535,6.7,0.679487179,915,0.00176117
Eye See You,79161,0.00010358,1807990,0.000653048,0,0,Not Rated,3,0.285714286,108,0.352272727,,162,1,,19,1,,13,1,54,0.535353535,5.1,0.474358974,397,0.000764136
Tumbleweeds,1350248,0.001775695,1788168,0.000645887,0,0,PG-13,6,0.714285714,108,0.352272727,Fine Line,39,0.236024845,Based on Real Life Events,8,0.388888889,Drama,7,0.5,84,0.838383838,6.4,0.641025641,2152,0.004142118
Find Me Guilty,1173673,0.00154341,1788077,0.000645854,0,0,R,7,0.857142857,108,0.352272727,Freestyle Releasing,46,0.279503106,Based on Real Life Events,8,0.388888889,Drama,7,0.5,60,0.595959596,7.1,0.730769231,12800,0.024637132
The Dangerous Lives of Altar Boys,1779284,0.002340092,1779284,0.000642677,0,0,R,7,0.857142857,108,0.352272727,ThinkFilm,133,0.819875776,Based on Book/Short Story,1,0,Drama,7,0.5,77,0.767676768,6.9,0.705128205,7943,0.015288495
Murderball,1531154,0.002013677,1722277,0.000622082,0,0,PG-13,6,0.714285714,108,0.352272727,ThinkFilm,133,0.819875776,Based on Real Life Events,8,0.388888889,Documentary,6,0.416666667,98,0.97979798,7.8,0.820512821,5699,0.010969298
Lady in White,1705139,0.002242554,1705139,0.00061589,0,0,,8,1,108,0.352272727,New Century Vista Film Company,85,0.52173913,Original Screenplay,15,0.777777778,Horror,8,0.583333333,73,0.727272727,6.6,0.666666667,2221,0.004274927
The Bridge of San Luis Rey,49981,6.52E-05,1696765,0.000612864,0,0,PG,5,0.571428571,108,0.352272727,Fine Line,39,0.236024845,Based on Book/Short Story,1,0,Drama,7,0.5,4,0.03030303,5,0.461538462,1913,0.003682096
Ararat,1693000,0.002226585,1693000,0.000611504,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Drama,7,0.5,56,0.555555556,6.6,0.666666667,6763,0.013017259
Jesus' Son,1282084,0.001686025,1687548,0.000609534,0,0,R,7,0.857142857,108,0.352272727,Lionsgate,72,0.440993789,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,6.7,0.679487179,4620,0.008892465
Tango,1687311,0.002219101,1687311,0.000609449,0,0,PG-13,6,0.714285714,108,0.352272727,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,6.9,0.705128205,1490,0.002867916
Steel,1686429,0.002217941,1686429,0.00060913,0,0,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Based on Comic/Graphic Novel,2,0.055555556,Action,1,0,12,0.111111111,2.7,0.166666667,4409,0.008486337
Subway,390659,0.000513355,1663296,0.000600773,0,0,,8,1,108,0.352272727,Island/Alive,68,0.416149068,Original Screenplay,15,0.777777778,Drama,7,0.5,86,0.858585859,6.2,0.615384615,5904,0.011363877
Factory Girl,1661464,0.002185099,1661464,0.000600111,0,0,R,7,0.857142857,90,0.25,MGM,80,0.49068323,Based on Real Life Events,8,0.388888889,Drama,7,0.5,19,0.181818182,6.1,0.602564103,8680,0.016707055
"The Book of Mormon Movie, Volume 1: The Journey",1660865,0.002184311,1660865,0.000599894,0,0,PG,5,0.571428571,108,0.352272727,Distributor Unknown,29,0.173913043,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,6.3,0.628205128,0,0
Festen,1647780,0.002167098,1647780,0.000595167,0,0,R,7,0.857142857,108,0.352272727,October Films,89,0.546583851,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,8.1,0.858974359,26607,0.051212513
Marci X,1646664,0.00216563,1646664,0.000594764,0,0,R,7,0.857142857,108,0.352272727,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Comedy,4,0.25,10,0.090909091,2.4,0.128205128,3449,0.006638552
